Trade number,Tipo,Fecha y hora,Señal,Precio USD,Tamaño (cant.),Tamaño de la posición (valor),PyG netas USD,Rentabilidad %,Desviación favorable USD,Desviación favorable %,Desviación adversa USD,Desviación adversa %,PyG acumuladas USD,PyG acumuladas %,Duration (bars)
92,Entrada en corto,2026-07-06 08:45,Scripted Short,1.14465,1,143081.25,93.75,0.07,106.25,0.07,-425,-0.30,1743.75,17.44,379
93,Salida en corto,2026-07-09 01:15,Scripted Long,1.14625,1,142975,-306.25,-0.21,187.5,0.13,-337.5,-0.24,1437.5,14.37,323
93,Entrada en corto,2026-07-07 21:20,Scripted Short,1.1438,1,142975,-306.25,-0.21,187.5,0.13,-337.5,-0.24,1437.5,14.37,323
94,Salida en largo,2026-07-09 02:30,Scripted Exit All,1.1477,1,143281.25,181.25,0.13,193.75,0.14,-43.75,-0.03,1618.75,16.19,15
94,Entrada en largo,2026-07-09 01:15,Scripted Long,1.14625,1,143281.25,181.25,0.13,193.75,0.14,-43.75,-0.03,1618.75,16.19,15
95,Salida en largo,2026-07-09 22:00,Scripted Exit All,1.1477,1,143381.25,81.25,0.06,112.5,0.08,-181.25,-0.13,1700,17.00,90
95,Entrada en largo,2026-07-09 13:30,Scripted Long,1.14705,1,143381.25,81.25,0.06,112.5,0.08,-181.25,-0.13,1700,17.00,90
96,Salida en corto,2026-07-10 04:30,Scripted Exit All,1.14635,1,143375,81.25,0.06,106.25,0.07,-31.25,-0.02,1781.25,17.81,21
96,Entrada en corto,2026-07-10 02:45,Scripted Short,1.147,1,143375,81.25,0.06,106.25,0.07,-31.25,-0.02,1781.25,17.81,21
97,Salida en corto,2026-07-10 13:35,Scripted Exit All,1.1453,1,143200,37.5,0.03,187.5,0.13,-193.75,-0.14,1818.75,18.19,60
97,Entrada en corto,2026-07-10 08:35,Scripted Short,1.1456,1,143200,37.5,0.03,187.5,0.13,-193.75,-0.14,1818.75,18.19,60
98,Salida en corto,2026-07-13 02:30,Scripted Long,1.14335,1,142818.75,-100,-0.07,150,0.11,-168.75,-0.12,1718.75,17.19,70
98,Entrada en corto,2026-07-12 20:40,Scripted Short,1.14255,1,142818.75,-100,-0.07,150,0.11,-168.75,-0.12,1718.75,17.19,70
99,Salida en largo,2026-07-13 03:35,Scripted Exit All,1.144,1,142918.75,81.25,0.06,87.5,0.06,-43.75,-0.03,1800,18.00,13
99,Entrada en largo,2026-07-13 02:30,Scripted Long,1.14335,1,142918.75,81.25,0.06,87.5,0.06,-43.75,-0.03,1800,18.00,13
100,Salida en largo,2026-07-13 10:08,Apertura,1.14445,1,143300,-243.75,-0.17,37.5,0.03,-293.75,-0.20,1556.25,15.56,38
100,Entrada en largo,2026-07-13 06:55,Scripted Long,1.1464,1,143300,-243.75,-0.17,37.5,0.03,-293.75,-0.20,1556.25,15.56,38
