Trade number,Tipo,Fecha y hora,Señal,Precio USD,Tamaño (cant.),Tamaño de la posición (valor),PyG netas USD,PyG netas %,Desviación favorable USD,Desviación favorable %,Desviación adversa USD,Desviación adversa %,PyG acumuladas USD,PyG acumuladas %
20,Salida en largo,2026-04-02 05:10,Scripted Short,1.15615,1,145718.75,-1200,-0.82,56.25,0.04,-1312.5,-0.90,1443.75,14.44
20,Entrada en largo,2026-04-01 13:00,Scripted Long,1.16575,1,145718.75,-1200,-0.82,56.25,0.04,-1312.5,-0.90,1443.75,14.44
21,Salida en corto,2026-04-02 06:25,Scripted Exit All,1.15535,1,144518.75,100,0.07,137.5,0.10,-100,-0.07,1543.75,15.44
21,Entrada en corto,2026-04-02 05:10,Scripted Short,1.15615,1,144518.75,100,0.07,137.5,0.10,-100,-0.07,1543.75,15.44
22,Salida en largo,2026-04-02 20:35,Scripted Exit All,1.15815,1,144725,43.75,0.03,62.5,0.04,-12.5,-0.01,1587.5,15.88
22,Entrada en largo,2026-04-02 18:20,Scripted Long,1.1578,1,144725,43.75,0.03,62.5,0.04,-12.5,-0.01,1587.5,15.88
23,Salida en largo,2026-04-06 03:45,Scripted Exit All,1.15895,1,144781.25,87.5,0.06,106.25,0.07,-500,-0.35,1675,16.75
23,Entrada en largo,2026-04-03 04:45,Scripted Long,1.15825,1,144781.25,87.5,0.06,106.25,0.07,-500,-0.35,1675,16.75
24,Salida en largo,2026-04-07 14:25,Scripted Exit All,1.16185,1,145168.75,62.5,0.04,75,0.05,-131.25,-0.09,1737.5,17.38
24,Entrada en largo,2026-04-07 12:05,Scripted Long,1.16135,1,145168.75,62.5,0.04,75,0.05,-131.25,-0.09,1737.5,17.38
25,Salida en largo,2026-04-07 16:20,Scripted Exit All,1.164,1,145300,200,0.14,218.75,0.15,-62.5,-0.04,1937.5,19.38
25,Entrada en largo,2026-04-07 15:20,Scripted Long,1.1624,1,145300,200,0.14,218.75,0.15,-62.5,-0.04,1937.5,19.38
26,Salida en largo,2026-04-08 07:35,Scripted Exit All,1.17425,1,146537.5,243.75,0.17,318.75,0.22,-206.25,-0.14,2181.25,21.81
26,Entrada en largo,2026-04-08 01:25,Scripted Long,1.1723,1,146537.5,243.75,0.17,318.75,0.22,-206.25,-0.14,2181.25,21.81
27,Salida en largo,2026-04-09 12:25,Scripted Exit All,1.17485,1,146606.25,250,0.17,268.75,0.18,0,0.00,2431.25,24.31
27,Entrada en largo,2026-04-09 11:20,Scripted Long,1.17285,1,146606.25,250,0.17,268.75,0.18,0,0.00,2431.25,24.31
28,Salida en largo,2026-04-10 10:05,Scripted Exit All,1.1767,1,146950,137.5,0.09,187.5,0.13,-106.25,-0.07,2568.75,25.69
28,Entrada en largo,2026-04-10 08:35,Scripted Long,1.1756,1,146950,137.5,0.09,187.5,0.13,-106.25,-0.07,2568.75,25.69
29,Salida en largo,2026-04-13 09:55,Scripted Exit All,1.1742,1,146637.5,137.5,0.09,200,0.14,-200,-0.14,2706.25,27.06
29,Entrada en largo,2026-04-13 03:30,Scripted Long,1.1731,1,146637.5,137.5,0.09,200,0.14,-200,-0.14,2706.25,27.06
30,Salida en largo,2026-04-13 13:20,Scripted Exit All,1.17695,1,146881.25,237.5,0.16,287.5,0.20,-6.25,0.00,2943.75,29.44
30,Entrada en largo,2026-04-13 12:35,Scripted Long,1.17505,1,146881.25,237.5,0.16,287.5,0.20,-6.25,0.00,2943.75,29.44
31,Salida en largo,2026-04-13 23:55,Scripted Exit All,1.1802,1,147468.75,56.25,0.04,62.5,0.04,-87.5,-0.06,3000,30.00
31,Entrada en largo,2026-04-13 18:05,Scripted Long,1.17975,1,147468.75,56.25,0.04,62.5,0.04,-87.5,-0.06,3000,30.00
32,Salida en largo,2026-04-14 07:00,Scripted Exit All,1.18305,1,147787.5,93.75,0.06,131.25,0.09,-87.5,-0.06,3093.75,30.94
32,Entrada en largo,2026-04-14 05:05,Scripted Long,1.1823,1,147787.5,93.75,0.06,131.25,0.09,-87.5,-0.06,3093.75,30.94
33,Salida en largo,2026-04-14 10:55,Scripted Exit All,1.1844,1,147956.25,93.75,0.06,93.75,0.06,-112.5,-0.08,3187.5,31.87
33,Entrada en largo,2026-04-14 08:50,Scripted Long,1.18365,1,147956.25,93.75,0.06,93.75,0.06,-112.5,-0.08,3187.5,31.87
34,Salida en largo,2026-04-17 08:35,Scripted Exit All,1.18405,1,147893.75,112.5,0.08,312.5,0.21,-406.25,-0.27,3300,33.00
34,Entrada en largo,2026-04-14 19:30,Scripted Long,1.18315,1,147893.75,112.5,0.08,312.5,0.21,-406.25,-0.27,3300,33.00
35,Salida en largo,2026-04-20 07:40,Scripted Exit All,1.1803,1,147400,137.5,0.09,168.75,0.11,-175,-0.12,3437.5,34.38
35,Entrada en largo,2026-04-19 23:40,Scripted Long,1.1792,1,147400,137.5,0.09,168.75,0.11,-175,-0.12,3437.5,34.38
36,Salida en largo,2026-04-21 15:40,Scripted Short,1.17655,1,147487.5,-418.75,-0.28,293.75,0.20,-618.75,-0.42,3018.75,30.19
36,Entrada en largo,2026-04-20 09:15,Scripted Long,1.1799,1,147487.5,-418.75,-0.28,293.75,0.20,-618.75,-0.42,3018.75,30.19
37,Salida en corto,2026-04-22 04:00,Scripted Long,1.17855,1,147068.75,-250,-0.17,218.75,0.15,-337.5,-0.23,2768.75,27.69
37,Entrada en corto,2026-04-21 15:40,Scripted Short,1.17655,1,147068.75,-250,-0.17,218.75,0.15,-337.5,-0.23,2768.75,27.69
38,Salida en largo,2026-04-23 09:15,Scripted Short,1.1713,1,147318.75,-906.25,-0.62,43.75,0.03,-981.25,-0.67,1862.5,18.63
38,Entrada en largo,2026-04-22 04:00,Scripted Long,1.17855,1,147318.75,-906.25,-0.62,43.75,0.03,-981.25,-0.67,1862.5,18.63
39,Salida en corto,2026-04-23 23:10,Scripted Exit All,1.17045,1,146412.5,106.25,0.07,193.75,0.13,-400,-0.27,1968.75,19.69
39,Entrada en corto,2026-04-23 09:15,Scripted Short,1.1713,1,146412.5,106.25,0.07,193.75,0.13,-400,-0.27,1968.75,19.69
40,Salida en largo,2026-04-24 12:05,Scripted Exit All,1.1746,1,146718.75,106.25,0.07,131.25,0.09,-106.25,-0.07,2075,20.75
40,Entrada en largo,2026-04-24 10:10,Scripted Long,1.17375,1,146718.75,106.25,0.07,131.25,0.09,-106.25,-0.07,2075,20.75
41,Salida en largo,2026-04-26 22:40,Scripted Exit All,1.1755,1,146850,87.5,0.06,93.75,0.06,-218.75,-0.15,2162.5,21.63
41,Entrada en largo,2026-04-24 15:15,Scripted Long,1.1748,1,146850,87.5,0.06,93.75,0.06,-218.75,-0.15,2162.5,21.63
42,Salida en largo,2026-04-27 20:30,Scripted Short,1.17465,1,147175,-343.75,-0.23,106.25,0.07,-362.5,-0.25,1818.75,18.19
42,Entrada en largo,2026-04-27 06:55,Scripted Long,1.1774,1,147175,-343.75,-0.23,106.25,0.07,-362.5,-0.25,1818.75,18.19
43,Salida en corto,2026-04-27 21:55,Scripted Exit All,1.174,1,146831.25,81.25,0.06,87.5,0.06,-31.25,-0.02,1900,19.00
43,Entrada en corto,2026-04-27 20:30,Scripted Short,1.17465,1,146831.25,81.25,0.06,87.5,0.06,-31.25,-0.02,1900,19.00
44,Salida en largo,2026-04-29 04:05,Scripted Short,1.17225,1,146800,-268.75,-0.18,0,0.00,-293.75,-0.20,1631.25,16.31
44,Entrada en largo,2026-04-28 20:05,Scripted Long,1.1744,1,146800,-268.75,-0.18,0,0.00,-293.75,-0.20,1631.25,16.31
45,Salida en corto,2026-04-29 09:45,Scripted Exit All,1.17115,1,146531.25,137.5,0.09,200,0.14,-143.75,-0.10,1768.75,17.69
45,Entrada en corto,2026-04-29 04:05,Scripted Short,1.17225,1,146531.25,137.5,0.09,200,0.14,-143.75,-0.10,1768.75,17.69
46,Salida en corto,2026-04-29 13:10,Scripted Exit All,1.1705,1,146412.5,100,0.07,112.5,0.08,-118.75,-0.08,1868.75,18.69
46,Entrada en corto,2026-04-29 11:55,Scripted Short,1.1713,1,146412.5,100,0.07,112.5,0.08,-118.75,-0.08,1868.75,18.69
47,Salida en corto,2026-04-29 18:05,Scripted Exit All,1.16955,1,146306.25,112.5,0.08,243.75,0.17,-50,-0.03,1981.25,19.81
47,Entrada en corto,2026-04-29 14:05,Scripted Short,1.17045,1,146306.25,112.5,0.08,243.75,0.17,-50,-0.03,1981.25,19.81
48,Salida en largo,2026-04-30 06:55,Scripted Exit All,1.1735,1,146475,212.5,0.15,225,0.15,-68.75,-0.05,2193.75,21.94
48,Entrada en largo,2026-04-30 05:50,Scripted Long,1.1718,1,146475,212.5,0.15,225,0.15,-68.75,-0.05,2193.75,21.94
49,Salida en largo,2026-05-01 08:20,Scripted Exit All,1.1788,1,146975,375,0.26,387.5,0.26,-43.75,-0.03,2568.75,25.69
49,Entrada en largo,2026-05-01 02:50,Scripted Long,1.1758,1,146975,375,0.26,387.5,0.26,-43.75,-0.03,2568.75,25.69
50,Salida en corto,2026-05-05 00:50,Scripted Exit All,1.17055,1,146368.75,50,0.03,56.25,0.04,-12.5,-0.01,2618.75,26.19
50,Entrada en corto,2026-05-04 23:00,Scripted Short,1.17095,1,146368.75,50,0.03,56.25,0.04,-12.5,-0.01,2618.75,26.19
51,Salida en corto,2026-05-05 18:55,Scripted Long,1.17245,1,146287.5,-268.75,-0.18,6.25,0.00,-418.75,-0.29,2350,23.50
51,Entrada en corto,2026-05-05 02:25,Scripted Short,1.1703,1,146287.5,-268.75,-0.18,6.25,0.00,-418.75,-0.29,2350,23.50
52,Salida en largo,2026-05-05 19:20,Scripted Exit All,1.17455,1,146556.25,262.5,0.18,275,0.19,0,0.00,2612.5,26.13
52,Entrada en largo,2026-05-05 18:55,Scripted Long,1.17245,1,146556.25,262.5,0.18,275,0.19,0,0.00,2612.5,26.13
53,Salida en largo,2026-05-06 05:35,Scripted Exit All,1.17915,1,146875,518.75,0.35,562.5,0.38,-43.75,-0.03,3131.25,31.31
53,Entrada en largo,2026-05-06 00:30,Scripted Long,1.175,1,146875,518.75,0.35,562.5,0.38,-43.75,-0.03,3131.25,31.31
54,Salida en corto,2026-05-06 19:55,Scripted Exit All,1.17675,1,147118.75,25,0.02,31.25,0.02,-37.5,-0.03,3156.25,31.56
54,Entrada en corto,2026-05-06 16:05,Scripted Short,1.17695,1,147118.75,25,0.02,31.25,0.02,-37.5,-0.03,3156.25,31.56
55,Salida en corto,2026-05-07 14:55,Scripted Exit All,1.1765,1,147081.25,18.75,0.01,137.5,0.09,-400,-0.27,3175,31.75
55,Entrada en corto,2026-05-07 02:55,Scripted Short,1.17665,1,147081.25,18.75,0.01,137.5,0.09,-400,-0.27,3175,31.75
56,Salida en corto,2026-05-07 16:45,Scripted Exit All,1.175,1,147006.25,131.25,0.09,137.5,0.09,-100,-0.07,3306.25,33.06
56,Entrada en corto,2026-05-07 15:20,Scripted Short,1.17605,1,147006.25,131.25,0.09,137.5,0.09,-100,-0.07,3306.25,33.06
57,Salida en largo,2026-05-08 15:05,Scripted Exit All,1.18,1,147462.5,37.5,0.03,125,0.08,-137.5,-0.09,3343.75,33.44
57,Entrada en largo,2026-05-08 08:35,Scripted Long,1.1797,1,147462.5,37.5,0.03,125,0.08,-137.5,-0.09,3343.75,33.44
58,Salida en corto,2026-05-10 23:25,Scripted Exit All,1.1777,1,147250,37.5,0.03,50,0.03,-137.5,-0.09,3381.25,33.81
58,Entrada en corto,2026-05-10 18:05,Scripted Short,1.178,1,147250,37.5,0.03,50,0.03,-137.5,-0.09,3381.25,33.81
59,Salida en largo,2026-05-11 09:55,Scripted Exit All,1.18055,1,147425,143.75,0.10,162.5,0.11,0,0.00,3525,35.25
59,Entrada en largo,2026-05-11 09:00,Scripted Long,1.1794,1,147425,143.75,0.10,162.5,0.11,0,0.00,3525,35.25
60,Salida en largo,2026-05-11 18:20,Scripted Exit All,1.1806,1,147493.75,81.25,0.06,87.5,0.06,-6.25,0.00,3606.25,36.06
60,Entrada en largo,2026-05-11 16:25,Scripted Long,1.17995,1,147493.75,81.25,0.06,87.5,0.06,-6.25,0.00,3606.25,36.06
61,Salida en corto,2026-05-12 00:15,Scripted Exit All,1.17745,1,147237.5,56.25,0.04,68.75,0.05,0,0.00,3662.5,36.63
61,Entrada en corto,2026-05-11 23:05,Scripted Short,1.1779,1,147237.5,56.25,0.04,68.75,0.05,0,0.00,3662.5,36.63
62,Salida en corto,2026-05-12 04:10,Scripted Exit All,1.17625,1,147181.25,150,0.10,156.25,0.11,-156.25,-0.11,3812.5,38.13
62,Entrada en corto,2026-05-12 01:10,Scripted Short,1.17745,1,147181.25,150,0.10,156.25,0.11,-156.25,-0.11,3812.5,38.13
63,Salida en largo,2026-05-14 08:35,Scripted Short,1.1717,1,146668.75,-206.25,-0.14,56.25,0.04,-231.25,-0.16,3606.25,36.06
63,Entrada en largo,2026-05-13 21:40,Scripted Long,1.17335,1,146668.75,-206.25,-0.14,56.25,0.04,-231.25,-0.16,3606.25,36.06
64,Salida en corto,2026-05-14 09:40,Scripted Exit All,1.1704,1,146462.5,162.5,0.11,168.75,0.12,-12.5,-0.01,3768.75,37.69
64,Entrada en corto,2026-05-14 08:35,Scripted Short,1.1717,1,146462.5,162.5,0.11,168.75,0.12,-12.5,-0.01,3768.75,37.69
65,Salida en corto,2026-05-14 12:40,Scripted Exit All,1.169,1,146275,150,0.10,193.75,0.13,-31.25,-0.02,3918.75,39.19
65,Entrada en corto,2026-05-14 10:55,Scripted Short,1.1702,1,146275,150,0.10,193.75,0.13,-31.25,-0.02,3918.75,39.19
66,Salida en largo,2026-05-18 18:05,Scripted Exit All,1.1675,1,145768.75,168.75,0.12,193.75,0.13,-225,-0.15,4087.5,40.88
66,Entrada en largo,2026-05-18 07:40,Scripted Long,1.16615,1,145768.75,168.75,0.12,193.75,0.13,-225,-0.15,4087.5,40.88
67,Salida en corto,2026-05-19 04:25,Scripted Exit All,1.1643,1,145650,112.5,0.08,137.5,0.09,-25,-0.02,4200,42.00
67,Entrada en corto,2026-05-19 02:50,Scripted Short,1.1652,1,145650,112.5,0.08,137.5,0.09,-25,-0.02,4200,42.00
68,Salida en corto,2026-05-19 09:35,Scripted Exit All,1.16185,1,145343.75,112.5,0.08,137.5,0.09,-137.5,-0.09,4312.5,43.13
68,Entrada en corto,2026-05-19 06:45,Scripted Short,1.16275,1,145343.75,112.5,0.08,137.5,0.09,-137.5,-0.09,4312.5,43.13
69,Salida en corto,2026-05-19 11:10,Scripted Exit All,1.1609,1,145243.75,131.25,0.09,156.25,0.11,-18.75,-0.01,4443.75,44.44
69,Entrada en corto,2026-05-19 10:15,Scripted Short,1.16195,1,145243.75,131.25,0.09,156.25,0.11,-18.75,-0.01,4443.75,44.44
70,Salida en corto,2026-05-20 10:00,Scripted Exit All,1.1605,1,145118.75,56.25,0.04,150,0.10,-137.5,-0.09,4500,45.00
70,Entrada en corto,2026-05-19 22:40,Scripted Short,1.16095,1,145118.75,56.25,0.04,150,0.10,-137.5,-0.09,4500,45.00
71,Salida en largo,2026-05-20 14:25,Scripted Exit All,1.16395,1,145356.25,137.5,0.09,387.5,0.27,-87.5,-0.06,4637.5,46.38
71,Entrada en largo,2026-05-20 10:20,Scripted Long,1.16285,1,145356.25,137.5,0.09,387.5,0.27,-87.5,-0.06,4637.5,46.38
72,Salida en largo,2026-05-26 03:05,Scripted Short,1.16395,1,145725,-231.25,-0.16,81.25,0.06,-250,-0.17,4406.25,44.06
72,Entrada en largo,2026-05-24 20:50,Scripted Long,1.1658,1,145725,-231.25,-0.16,81.25,0.06,-250,-0.17,4406.25,44.06
73,Salida en corto,2026-05-26 11:20,Scripted Exit All,1.1631,1,145493.75,106.25,0.07,143.75,0.10,-206.25,-0.14,4512.5,45.13
73,Entrada en corto,2026-05-26 03:05,Scripted Short,1.16395,1,145493.75,106.25,0.07,143.75,0.10,-206.25,-0.14,4512.5,45.13
74,Salida en largo,2026-05-27 01:05,Scripted Exit All,1.16535,1,145612.5,56.25,0.04,62.5,0.04,-75,-0.05,4568.75,45.69
74,Entrada en largo,2026-05-26 20:15,Scripted Long,1.1649,1,145612.5,56.25,0.04,62.5,0.04,-75,-0.05,4568.75,45.69
75,Salida en largo,2026-05-27 08:35,Scripted Exit All,1.1667,1,145706.25,131.25,0.09,187.5,0.13,-162.5,-0.11,4700,47.00
75,Entrada en largo,2026-05-27 02:45,Scripted Long,1.16565,1,145706.25,131.25,0.09,187.5,0.13,-162.5,-0.11,4700,47.00
76,Salida en largo,2026-05-28 08:45,Scripted Exit All,1.16415,1,145331.25,187.5,0.13,206.25,0.14,-25,-0.02,4887.5,48.88
76,Entrada en largo,2026-05-28 07:55,Scripted Long,1.16265,1,145331.25,187.5,0.13,206.25,0.14,-25,-0.02,4887.5,48.88
77,Salida en largo,2026-05-28 12:35,Scripted Exit All,1.16675,1,145687.5,156.25,0.11,193.75,0.13,-50,-0.03,5043.75,50.44
77,Entrada en largo,2026-05-28 10:15,Scripted Long,1.1655,1,145687.5,156.25,0.11,193.75,0.13,-50,-0.03,5043.75,50.44
78,Salida en largo,2026-05-29 11:15,Scripted Exit All,1.16845,1,145775,281.25,0.19,306.25,0.21,0,0.00,5325,53.25
78,Entrada en largo,2026-05-29 10:50,Scripted Long,1.1662,1,145775,281.25,0.19,306.25,0.21,0,0.00,5325,53.25
79,Salida en largo,2026-06-01 19:50,Scripted Exit All,1.16425,1,145500,31.25,0.02,37.5,0.03,-6.25,0.00,5356.25,53.56
79,Entrada en largo,2026-06-01 18:15,Scripted Long,1.164,1,145500,31.25,0.02,37.5,0.03,-6.25,0.00,5356.25,53.56
80,Salida en largo,2026-06-02 01:05,Scripted Exit All,1.1646,1,145531.25,43.75,0.03,50,0.03,-87.5,-0.06,5400,54.00
80,Entrada en largo,2026-06-01 21:15,Scripted Long,1.16425,1,145531.25,43.75,0.03,50,0.03,-87.5,-0.06,5400,54.00
81,Salida en largo,2026-06-02 02:25,Scripted Exit All,1.1654,1,145568.75,106.25,0.07,112.5,0.08,-6.25,0.00,5506.25,55.06
81,Entrada en largo,2026-06-02 02:05,Scripted Long,1.16455,1,145568.75,106.25,0.07,112.5,0.08,-6.25,0.00,5506.25,55.06
82,Salida en corto,2026-06-05 08:45,Scripted Exit All,1.1611,1,145200,62.5,0.04,81.25,0.06,-406.25,-0.28,5568.75,55.69
82,Entrada en corto,2026-06-04 20:15,Scripted Short,1.1616,1,145200,62.5,0.04,81.25,0.06,-406.25,-0.28,5568.75,55.69
83,Salida en corto,2026-06-08 02:35,Scripted Exit All,1.15235,1,144050,6.25,0.00,143.75,0.10,-243.75,-0.17,5575,55.75
83,Entrada en corto,2026-06-05 16:10,Scripted Short,1.1524,1,144050,6.25,0.00,143.75,0.10,-243.75,-0.17,5575,55.75
84,Salida en largo,2026-06-09 00:50,Scripted Exit All,1.15515,1,144281.25,112.5,0.08,112.5,0.08,-6.25,0.00,5687.5,56.88
84,Entrada en largo,2026-06-09 00:10,Scripted Long,1.15425,1,144281.25,112.5,0.08,112.5,0.08,-6.25,0.00,5687.5,56.88
85,Salida en largo,2026-06-09 05:50,Scripted Exit All,1.15635,1,144412.5,131.25,0.09,137.5,0.10,-18.75,-0.01,5818.75,58.19
85,Entrada en largo,2026-06-09 04:55,Scripted Long,1.1553,1,144412.5,131.25,0.09,137.5,0.10,-18.75,-0.01,5818.75,58.19
86,Salida en corto,2026-06-10 03:20,Scripted Long,1.15605,1,144218.75,-287.5,-0.20,18.75,0.01,-293.75,-0.20,5531.25,55.31
86,Entrada en corto,2026-06-09 20:45,Scripted Short,1.15375,1,144218.75,-287.5,-0.20,18.75,0.01,-293.75,-0.20,5531.25,55.31
87,Salida en largo,2026-06-10 09:50,Scripted Exit All,1.1575,1,144506.25,181.25,0.13,193.75,0.13,-281.25,-0.19,5712.5,57.13
87,Entrada en largo,2026-06-10 03:20,Scripted Long,1.15605,1,144506.25,181.25,0.13,193.75,0.13,-281.25,-0.19,5712.5,57.13
88,Salida en corto,2026-06-11 12:00,Scripted Exit All,1.1516,1,144193.75,243.75,0.17,256.25,0.18,-112.5,-0.08,5956.25,59.56
88,Entrada en corto,2026-06-11 08:15,Scripted Short,1.15355,1,144193.75,243.75,0.17,256.25,0.18,-112.5,-0.08,5956.25,59.56
89,Salida en largo,2026-06-15 01:15,Scripted Exit All,1.1662,1,145331.25,443.75,0.31,475,0.33,-300,-0.21,6400,64.00
89,Entrada en largo,2026-06-12 04:20,Scripted Long,1.16265,1,145331.25,443.75,0.31,475,0.33,-300,-0.21,6400,64.00
90,Salida en largo,2026-06-16 00:05,Scripted Short,1.1626,1,145656.25,-331.25,-0.23,131.25,0.09,-350,-0.24,6068.75,60.69
90,Entrada en largo,2026-06-15 05:40,Scripted Long,1.16525,1,145656.25,-331.25,-0.23,131.25,0.09,-350,-0.24,6068.75,60.69
91,Salida en corto,2026-06-16 01:15,Scripted Exit All,1.16195,1,145325,81.25,0.06,100,0.07,0,0.00,6150,61.50
91,Entrada en corto,2026-06-16 00:05,Scripted Short,1.1626,1,145325,81.25,0.06,100,0.07,0,0.00,6150,61.50
92,Salida en largo,2026-06-18 21:40,Scripted Short,1.1499,1,145612.5,-1875,-1.29,156.25,0.11,-1962.5,-1.35,4275,42.75
92,Entrada en largo,2026-06-16 06:15,Scripted Long,1.1649,1,145612.5,-1875,-1.29,156.25,0.11,-1962.5,-1.35,4275,42.75
93,Salida en corto,2026-06-18 22:20,Scripted Exit All,1.14935,1,143737.5,68.75,0.05,87.5,0.06,-6.25,0.00,4343.75,43.44
93,Entrada en corto,2026-06-18 21:40,Scripted Short,1.1499,1,143737.5,68.75,0.05,87.5,0.06,-6.25,0.00,4343.75,43.44
94,Salida en largo,2026-06-23 10:00,Scripted Short,1.14295,1,143806.25,-937.5,-0.65,150,0.10,-1031.25,-0.72,3406.25,34.06
